name,type
Pine Kush,Hybrid
Cherry Limeade,Hybrid
Cherry Pie S1,Hybrid
Sin Valley OG,Hybrid
Sweet Seranade,Hybrid
Pope Von Alien,Hybrid
Platinum Alien OG,Hybrid
Kosher Alien,Hybrid
Ultra Alien,Hybrid
Gas (pheno),Hybrid
Gasmask,Hybrid
Da Coma,Hybrid
Abula,Hybrid
Alien Kush F2,Hybrid
Cherry Alien (Alien Pi),Hybrid
White Wreck,Hybrid
Platinum Pink Poison,Hybrid
G-Wreck,Hybrid
Lemon Cookies,Hybrid
Bubba Jones,Hybrid
Chem Fire,Hybrid
Fire OG BX3,Hybrid
Tigers Milk,Hybrid
Tigers Piss,Hybrid
Face/Off OG BX2,Hybrid
Funky Face OG,Hybrid
Eyeliner OG,Hybrid
Critters,Hybrid
Cookies & Monsters,Hybrid
Plutonium OG,Hybrid
OG Squared (FooDog),Hybrid
Yeti OG,Hybrid
Ghost Town Kush,Hybrid
Black Wreck F1,Hybrid
Black Durban,Hybrid
Lemon Puff,Hybrid
Grape Puff,Hybrid
Bright Moments,Hybrid
Chernobyl Queen,Hybrid
Lebanese Blueberry,Hybrid
Sour Monkey,Hybrid
Skywalker Skunk,Hybrid
Amnesia Cookies,Hybrid
Sky Hash,Hybrid
Mean Green Machine,Hybrid
Kosher Blue,Hybrid
Honey Storm,Hybrid
La Blanca,Hybrid
Blue Shiva,Hybrid
Lemon Walker,Hybrid
GSC x Pink Panties,Hybrid
Rainbow Haze,Hybrid
Sour Punch,Hybrid
Grape Punch (The Bank),Hybrid
Grape God Bud,Hybrid
Zkittlez/Cookies,Hybrid
Gelato #41 (Bacio Gelato),Hybrid
Ying Yang,Hybrid
Oh Jesus,Hybrid
Comatose OG,Hybrid
Hashplant x Trainwreck,Hybrid
The Mendo,Hybrid
Critical Cheese,Hybrid
Hell Scout Cookies,Hybrid
Jade Helm,Hybrid
Blackberry Cookies,Hybrid
Cherry Cream,Hybrid
Creeps,Hybrid
Gouda,Hybrid
Mango Genius,Hybrid
Super Silver Cheese,Hybrid
Super Silver,Hybrid
Ochorios,Hybrid
Love Cheese,Hybrid
El Queso,Hybrid
Cheese (Royal Dutch),Hybrid
NepalStar,Hybrid
Harlequin OG,Hybrid
Critical Fire,Hybrid
Quimiotipo CBD,Hybrid
Polaris,Hybrid
Green Cherry Pie,Hybrid
Sour Jilly,Hybrid
Black Diamond Sherbet,Hybrid
Pineapple Romulan,Hybrid
Alpha Jack,Hybrid
Royal Raspberry,Hybrid
Green Goo,Hybrid
Candlestick Kush,Hybrid
King Henry VIII OG,Hybrid
VCDC,Hybrid
Silver Mountain,Hybrid
Tahoe Cookies,Hybrid
Sour AK,Hybrid
Sour Alien x Sour Diesel,Hybrid
Masterkush x Blue Dream,Hybrid
White Sweet Skunk,Hybrid
Purple Grapefruit,Hybrid
Goji x Jack,Hybrid
Grand Caper,Hybrid
Brain Candy,Hybrid
Cadillac Cookies,Hybrid
Pineapple Paradise,Hybrid
Jack Piss,Hybrid
Royal Highness,Hybrid
Respect,Hybrid
Purple GSUS,Hybrid
Blue Sensation,Hybrid
Green Sensation,Hybrid
Hair of the Dawg v2 (DawgTonic),Hybrid
Hair of the Dawg,Hybrid
AToA,Hybrid
American Beauty,Hybrid
HTAF,Hybrid
Venus OG,Hybrid
XXX HeadBand OG,Hybrid
Blue Hanes,Hybrid
Blue Lotus,Hybrid
Pink Cadillac,Hybrid
X Factor,Hybrid
Fruity Cookies,Hybrid
White Widow x Cali Big Bud,Hybrid
Gigantes,Hybrid
Cyclops,Hybrid
Auto Mass,Hybrid
Maxi GOM,Hybrid
Auto AK-47,Hybrid
Collosus,Hybrid
Goliath,Hybrid
Hercules,Hybrid
Trojan,Hybrid
Love Berry,Hybrid
Thunderberry,Hybrid
Light Walker OG,Hybrid
Karuna,Hybrid
Jackie White,Hybrid
Double Bubba,Hybrid
Deadhead Durban,Hybrid
Cherry Hashplant,Hybrid
Golden Gate Kush,Hybrid
Very Berry Kush,Hybrid
Anahita,Hybrid
Cherry Picker,Hybrid
Malia,Hybrid
Mendo Mookie,Hybrid
Blueberry Jack,Hybrid
Black Diamond Goji OG,Hybrid
King of Hearts,Hybrid
Strawberry Chunk F1,Hybrid
Equanimity,Hybrid
Gold Lotus,Hybrid
Afrinomicon,Hybrid
Space Cookies,Hybrid
Mendo Dream,Hybrid
3x Cookies,Hybrid
Cookie Dawg,Hybrid
Dream Cookies,Hybrid
Wookie Glue,Hybrid
Motherload Glue,Hybrid
Half Dome Haze,Hybrid
Motherlode Kush,Hybrid
Motherlode Cookies,Hybrid
Banana Cookies,Hybrid
Funfetti,Hybrid
Sour Strawberry Diesel,Hybrid
Kryptonite (Trichome Tech),Hybrid
Cookie F2,Hybrid
Valley Girl,Hybrid
Samoas,Hybrid
Face/Off OG BX1,Hybrid
#32 x Face-Off OG Kush,Hybrid
#32,Hybrid
Manic,Hybrid
Sour Cookies,Hybrid
Headwrecker,Hybrid
Cookie Lady,Hybrid
White Widow x Pure Indica,Hybrid
GDP x Diesel,Hybrid
Fire Lady,Hybrid
Sierra Purps,Hybrid
Automatic Hindu Kush (Lowlife),Hybrid
Automatic Blueberry (Lowlife),Hybrid
Vickies Cookies,Hybrid
OG x Green Candy,Hybrid
Cheddarwurst 2,Hybrid
Cheddarwurst,Hybrid
Cheddarhead,Hybrid
Snowdawg II,Hybrid
Sour Berry,Hybrid
Sour Band x Black Berry,Hybrid
Mendo Diesel,Hybrid
Excalibur,Hybrid
Super Silver Haze x Trainwreck,Hybrid
Purple Chiesel,Hybrid
NYC Diesel x Connoisseur OG,Hybrid
Connoisseur OG,Hybrid
Mr. Nice x Afgoo,Hybrid
Grape Bubba,Hybrid
Bubba Cookies,Hybrid
Cheese Cookies,Hybrid
HellFire OG,Hybrid
SweetCooks,Hybrid
Cook13,Hybrid
Purple Cherry Pie,Hybrid
Skunk Jack,Hybrid
Killer Agent OG,Hybrid
TNT Kush CBD,Hybrid
Monster,Hybrid
Chemdawg x Grapefruit,Hybrid
Golden Trainwreck,Hybrid
Captain American OG,Hybrid
Skyfire OG,Hybrid
Big Meech,Hybrid
Pre 98 Bubba Kush S1,Hybrid
S.A.G.E. x Sour Kush,Hybrid
Super Critical,Hybrid
619 OG,Hybrid
Purple Tangerine,Hybrid
Pineapple Express x Fire OG,Hybrid
White Widow x TrainWreck,Hybrid
MILF,Hybrid
Happy Daze,Hybrid
Blueberry x Goo,Hybrid
Cherriot,Hybrid
Blue Cheddar,Hybrid
The Boost,Hybrid
Pina Colada,Hybrid
Tropical Paradise,Hybrid
Zozobra,Hybrid
Killer Chemdog,Hybrid
Magic Star,Hybrid
Sour D*og,Hybrid
White Gorilla,Hybrid
Critical Widow,Hybrid
Tropical Peach,Hybrid
Tropical Punch,Hybrid
Grape Stomper OG,Hybrid
Bluezilla,Hybrid
Boss OG,Hybrid
Shark Shock x Blackberry Kush,Hybrid
Lady Purple,Hybrid
Big Lemon,Hybrid
Skushy Spider,Hybrid
Spider Kush F1,Hybrid
OG Kush x White Widow,Hybrid
Blue Ali,Hybrid
Super Silver Haze x MasterKush,Hybrid
Jackâ€™d Strawberry Diesel ,Hybrid
Super Strawberry Diesel,Hybrid
Sweet and Sour Diesel,Hybrid
OG13,Hybrid
Sour GDP,Hybrid
Khalifa Kush x Cookies,Hybrid
E.R.,Hybrid
Megatron OG,Hybrid
Big Cheese (Chuckleberry Cheese),Hybrid
SinMint Cookies,Hybrid
Roughneck,Hybrid
BaOx,Hybrid
Gletsjer,Hybrid
Cheeseberry Haze,Hybrid
Cheeseberry (Eskobar),Hybrid
Holy Princess,Hybrid
Boudica,Hybrid
Bubba Kush (Green House),Hybrid
Uppercut,Hybrid
Gateway Kush,Hybrid
Red Ribbon,Hybrid
Crystal Palace,Hybrid
Purple Stem,Hybrid
Root Beer Float,Hybrid
Longberry Whistlestop,Hybrid
Huckleberry Pounder,Hybrid
Huckleberry Pound GI,Hybrid
Power (Riddler OG),Hybrid
Sour Dubble,Hybrid
The Dutchess,Hybrid
Starburst,Hybrid
Pine Tar Kush x Purple Rhino,Hybrid
Purple Rhino,Hybrid
Purple Monster,Hybrid
Blue City Diesel,Hybrid
Holy Water,Hybrid
PCT (Purple Crack Trainwreck),Hybrid
Gucci OG,Hybrid
Sour Goji x Golden Goat,Hybrid
Sour Goji,Hybrid
IVXX Kush,Hybrid
Sharkberry Cream,Hybrid
Sour Band,Hybrid
Mountain Diesel,Hybrid
Purple Queen,Hybrid
Purple Larry OG,Hybrid
Sour Shark,Hybrid
Super Sour Lemon Haze,Hybrid
Iced Pineapple,Hybrid
Iced Apple,Hybrid
Brambleberry Kush,Hybrid
Sour Lemon Haze,Hybrid
Pineapple Gold,Hybrid
Pineapple Dream,Hybrid
Green Chitrali,Hybrid
Golden Kush,Hybrid
Strawberry Bubba,Hybrid
Royal Purple Kush,Hybrid
King Diesel,Hybrid
Cherry Garlic,Hybrid
Black Garlic,Hybrid
Master Kush (Black Label),Hybrid
CazBerry,Hybrid
Kaleidoscope,Hybrid
Mendo Montage,Hybrid
Zkittles x Cherry Pie,Hybrid
Zkittles,Hybrid
Royal Nepal,Hybrid
Royal Dane,Hybrid
WR x Hindu Kush x Cithral x WW x BB,Hybrid
Citral (Positronics),Hybrid
Super Silver Dream,Hybrid
Black Cherry Funk,Hybrid
Blue C4,Hybrid
Radioactive Man,Hybrid
Sour Candy,Hybrid
Harry Willie,Hybrid
Triple AK,Hybrid
Above and Beyond,Hybrid
Grape Stomper BX2,Hybrid
Grape Stomper BX (Dumbo),Hybrid
Chemdog-Sour Diesel (Elite Seeds),Hybrid
Cherry Puff,Hybrid
Blessings OG,Hybrid
Allure OG,Hybrid
Tangie x Trainwreck,Hybrid
Chocolate Cherry,Hybrid
Liams Dream,Hybrid
Gorilla OG,Hybrid
7/8 Sour,Hybrid
Original Loud,Hybrid
Spicy Jack,Hybrid
Sour Sherbert,Hybrid
Sweet Tooth x Northern Lights,Hybrid
After Party,Hybrid
Vorberry,Hybrid
El-na,Hybrid
Tal,Hybrid
Barak,Hybrid
Or,Hybrid
Avidekel,Hybrid
Lavish,Hybrid
Alpha Dawg,Hybrid
Chocolate Hashplant,Hybrid
Captains Tangie,Hybrid
West Coast Cookies,Hybrid
Tongue Twister,Hybrid
818 Headband,Hybrid
Grape Plasma OG,Hybrid
Grape Ape x Sensi Star,Hybrid
Blotter,Hybrid
XJ Goji,Hybrid
Sour Cherries,Hybrid
X-Tra CHZ,Hybrid
Cheese #1,Hybrid
High Octane OG BX3,Hybrid
Lilac Jack,Hybrid
Original Sour D,Hybrid
Blue Dream Haze,Hybrid
Boss Hog,Hybrid
California Dreaming,Hybrid
Lions Tabernacle,Hybrid
Grape OG,Hybrid
LA Cookies,Hybrid
Strawberry OG,Hybrid
Tahoe OG x Chem 4,Hybrid
Pineapple Pie,Hybrid
Gelato #45,Hybrid
Cherry Sunday,Hybrid
Green Diamond,Hybrid
Green Cookies,Hybrid
Polm Gold,Hybrid
Chefchaouen Sativa,Hybrid
Gold Rush,Hybrid
GNG/P-91,Hybrid
Dutch Dream,Hybrid
Loud Dream,Hybrid
Pink Haze,Hybrid
Double Purple Bubba Diesel,Hybrid
Psycho Crack,Hybrid
Psychosis (Exodus Psychosis),Hybrid
Chupacabra,Hybrid
Bizarre (Sick Meds),Hybrid
Black Rose x (Black Rose x Double Purple Doja),Hybrid
Black Rose x Double Purple Doja,Hybrid
Green Crack (Sick Meds),Hybrid
Ghani Crack,Hybrid
CB Diesel x Freedom Baby,Hybrid
Wizard OG,Hybrid
Cherry Dream,Hybrid
Cherry Cola OG,Hybrid
Cherry Cheese,Hybrid
Chemistry,Hybrid
Chem Berry,Hybrid
Champagne Sherbert,Hybrid
Catalyst,Hybrid
Malawi Landrace x Skunk #1,Hybrid
Cali Gold,Hybrid
Cali Breeze,Hybrid
Bugatti OG,Hybrid
Legend of 91,Hybrid
DJ Flash,Hybrid
Pakistan Chitral Kush,Hybrid
Boo Berries,Hybrid
Blue Ultima,Hybrid
Tranq,Hybrid
Delicious Dream,Hybrid
New York OG,Hybrid
Grape Frost,Hybrid
Blackberry Headband,Hybrid
Black Mendo,Hybrid
Hindu Berry,Hybrid
Ringo 2012,Hybrid
Slymer,Hybrid
Red Tangie,Hybrid
Kosher Dawg,Hybrid
Strawberry Shortcake,Hybrid
Berry Mist,Hybrid
ATF x GDP,Hybrid
SFV OG x Lemon Pledge,Hybrid
Lemon Pledge,Hybrid
Granddaddy White,Hybrid
Genesis,Hybrid
Wild Amazone,Hybrid
White Wicka,Hybrid
Spice Girl,Hybrid
Femme Fatale,Hybrid
Dutch Gold,Hybrid
Aphrodite,Hybrid
Silver Queen,Hybrid
Purple Hindu,Hybrid
Red Velvet,Hybrid
Blue Ribbon,Hybrid
White Ribbon,Hybrid
Dawg Fighter,Hybrid
Pluto OG,Hybrid
Cherry PieNapple,Hybrid
Cookies/Jillybean,Hybrid
Mango G.S.C.,Hybrid
Blueberry GDP (Granddaddy Blueberry),Hybrid
Digital Yoga,Hybrid
Blue Amnesia (Auto),Hybrid
Purple AK-47,Hybrid
Lemon Chiffon Cake,Hybrid
Harbinger,Hybrid
Royal Frisian,Hybrid
Frisian Duck,Hybrid
Dame Fizz,Hybrid
Fizz,Hybrid
City of God,Hybrid
Cinnamint,Hybrid
Bubble Mint,Hybrid
Nurkle,Hybrid
Qrazy Glue,Hybrid
Crazy Glue,Hybrid
Super Silver Chemdog Haze,Hybrid
Bennett Valley Kush,Hybrid
Hash Train,Hybrid
Sonoma Valley Grape,Hybrid
Sour Bananas OG,Hybrid
Cherry Herer,Hybrid
White Lightning x Northern Lights,Hybrid
Wild Rose,Hybrid
Blue Nightmare,Hybrid
Overlord OG,Hybrid
Hawaiian Tricot Sativa,Hybrid
Triple Threat,Hybrid
T-1 (This Is The Shit),Hybrid
Purple Kush x Silver Kush,Hybrid
Sour Cheese,Hybrid
Parabola,Hybrid
Night Owl,Hybrid
Dr. Bogart,Hybrid
Speakeasy,Hybrid
Third Degree,Hybrid
Orange Dot,Hybrid
Harlequin x Sour Diesel,Hybrid
Afghan Kush x Blue Cheese,Hybrid
The Kitchen,Hybrid
Zenith,Hybrid
Left Hook,Hybrid
CarJack,Hybrid
White Knuckle,Hybrid
Cleopatra,Hybrid
Egyptian Hashplant,Hybrid
Caveman Chem,Hybrid
Cherry Headband,Hybrid
Tangerine Punch,Hybrid
Blueberry x Northern Light,Hybrid
C99 x Kali Mist,Hybrid
Kusha T,Hybrid
Durban Fire,Hybrid
Super Lemon Dream,Hybrid
Great White Widow,Hybrid
Sour Diesel (Zayante Cut),Hybrid
Strawberry Cruz,Hybrid
JV-86,Hybrid
Blue Hash,Hybrid
Royal Medic,Hybrid
Queen Mother (Reina Madre),Hybrid
La Reunion,Hybrid
Kaleidos Dope,Hybrid
Sour LSD,Hybrid
Em-Dog,Hybrid
OG Critical,Hybrid
Covelo Afgoo,Hybrid
Alpha OG,Hybrid
California Hashplant,Hybrid
Blueberry Lemonade,Hybrid
Mango Crack,Hybrid
Blood Orange,Hybrid
Wreckless,Hybrid
All of The Above (AOTA),Hybrid
Sour Power,Hybrid
Cheese Candy,Hybrid
Candy Chem,Hybrid
Sour Blackberry Diesel,Hybrid
Urkulan,Hybrid
BC Diesel,Hybrid
Banana Split OG,Hybrid
SFV Jack,Hybrid
Chem Valley Kush,Hybrid
Spliffin OG,Hybrid
Panama Cookies,Hybrid
Purple Skittles,Hybrid
Do Si Dos,Hybrid
Spongebob,Hybrid
Kratos,Hybrid
Shadowdancer,Hybrid
Lemon Remedy,Hybrid
Purple Caper,Hybrid
Snow Dream,Hybrid
Sun Monkey,Hybrid
Black Dream,Hybrid
Bubblegum Haze,Hybrid
Blackberry (Sativa Seedbank),Hybrid
Royal Salute,Hybrid
Long-Valley Secret Sauce,Hybrid
Royal Sour,Hybrid
Mata Hari,Hybrid
Oregon Rocket,Hybrid
Split,Hybrid
Swiss Kiss,Hybrid
Ierdbei F3,Hybrid
Amethyst Koosh,Hybrid
Amethyst Bud (Irie Vibe),Hybrid
Grendel (Irie Vibe),Hybrid
Triple Proof Blue Moonshine,Hybrid
Affie Bubba,Hybrid
Black Lime,Hybrid
Platinum GDP,Hybrid
Soul Assassin #3 (Purple OG Kush/Santa BarbaraOG),Hybrid
Lemon Star,Hybrid
Lemonhead OG,Hybrid
J13,Hybrid
Blue Daddy,Hybrid
SFV Cookies,Hybrid
Volcano Hash Plant,Hybrid
Eisbaer,Hybrid
Cronuts,Hybrid
Snozzberry,Hybrid
Snowdawg BX,Hybrid
Snowdawg x Spacequeen,Hybrid
Snowdawg,Hybrid
Primetime Purple,Hybrid
West Coast Dawg 710,Hybrid
Sugenite OG,Hybrid
Dog Walker,Hybrid
Albert Walker OG (AWOG),Hybrid
LA Scouts,Hybrid
Cobra Kai,Hybrid
Lemonberry,Hybrid
Agent Orange x Blue Dream,Hybrid
Oregon Lumberjack,Hybrid
Black Diamond x Gorilla Glue,Hybrid
Thimilicious Kush,Hybrid
Blue Diamond Philips,Hybrid
Mr. Nice x Tahoe OG,Hybrid
Loud Pvck,Hybrid
Super Goji Haze,Hybrid
Viper Cookies,Hybrid
Alpine OG,Hybrid
Grape Kush S1,Hybrid
Viper City OG,Hybrid
The Cure,Hybrid
Yeezus OG,Hybrid
Panama Rebirth,Hybrid
Durban Poison x OG,Hybrid
Katyusha,Hybrid
Black Light,Hybrid
Mazari,Hybrid
Hardball Purple,Hybrid
Cherry Fire,Hybrid
Lavestan,Hybrid
Sour Crack,Hybrid
24 Carat,Hybrid
Sour Boggle,Hybrid
Orange Assassin,Hybrid
NuWave,Hybrid
Pink Panties (Pussy Kush),Hybrid
Marmalade,Hybrid
Cub Scout Cookies,Hybrid
San Fernando Diesel,Hybrid
Bear OG,Hybrid
OG #17 (Bear),Hybrid
Purple Church,Hybrid
Pineapple Jack x UK Cheese,Hybrid
Victor Baarn x Afghani Malawi,Hybrid
Tropical OG,Hybrid
Blackberry (White) Rhino,Hybrid
MOB (MOAB),Hybrid
Versace OG,Hybrid
Super Lemon Diesel,Hybrid
Mellow Yellow (Andromeda),Hybrid
Memphis Belle,Hybrid
Bomb Queen,Hybrid
Dream Land,Hybrid
Sweet Wolf,Hybrid
Jumping Jack Flash,Hybrid
Moonlight OG,Hybrid
Salmon Creek,Hybrid
Platinum Fire OG,Hybrid
Sour Mango,Hybrid
Lemon Tree,Hybrid
White Urkle,Hybrid
White Super Skunk,Hybrid
White Romulan,Hybrid
White Master,Hybrid
Fire Alien Urkle,Hybrid
Fire Alien Strawberry,Hybrid
Fire Alien Romulan,Hybrid
Fire Alien Master,Hybrid
Adonis,Hybrid
Krakatoa,Hybrid
Mau Mau,Hybrid
Jaffa Cake x Buckeye Purple,Hybrid
Mana Cake,Hybrid
Jaffa Cake BX,Hybrid
Jaffa Cake,Hybrid
Space Qleaner,Hybrid
Evelyne,Hybrid
Green Ribbon BX,Hybrid
The Hulk,Hybrid
Mint Chocolate Chip,Hybrid
The Sauce,Hybrid
The Prophet,Hybrid
Ultra Sonja,Hybrid
Blue Sonja,Hybrid
Skunk #3,Hybrid
Kiva Kush,Hybrid
Black Star,Hybrid
Lemon 13,Hybrid
Purple Crack,Hybrid
Dazy Jones,Hybrid
Chem Daze,Hybrid
OG Chem Haze,Hybrid
Chemdawg OG,Hybrid
John Doe,Hybrid
Sour Smurf,Hybrid
Original Amnesia,Hybrid
Fallen Angel,Hybrid
Strawberry Sour Diesel,Hybrid
Rug Burn OG,Hybrid
Kuchi,Hybrid
Serious Happiness,Hybrid
MKAGE,Hybrid
Cold Creek Kush,Hybrid
Blue Thai,Hybrid
Tahoe Gold,Hybrid
Purple Lotus,Hybrid
Super Girl Scout Cookies,Hybrid
Napolean OG,Hybrid
GD Town,Hybrid
Doja OG Kush,Hybrid
Mr. Bubba,Hybrid
Doja Bubba Berry,Hybrid
Margoot,Hybrid
Mazar x Bubblegum,Hybrid
Durweiss,Hybrid
Elderberry,Hybrid
Sweet Clements,Hybrid
Cheesecake,Hybrid
Dojaberry,Hybrid
Orange Haze,Hybrid
Grand Master Kush,Hybrid
McFly,Hybrid
Crypt,Hybrid
Razzle Dazzle,Hybrid
Poisionberry,Hybrid
Auto Pounder,Hybrid
Candy Kush,Hybrid
Hijack,Hybrid
Tangelo Kush,Hybrid
Cherry Diesel,Hybrid
Royal Jack (Auto),Hybrid
Original Permafrost,Hybrid
Double Kush,Hybrid
BK-47,Hybrid
Gush,Hybrid
Melted Cookies,Hybrid
StrawBanana Cream,Hybrid
Urban OG,Hybrid
GDP x OG,Hybrid
Purple Big Bud,Hybrid
Triple Kush,Hybrid
Star Berry,Hybrid
Blackberry Trainwreck,Hybrid
Forum GSC / Fire OG,Hybrid
Purple Creeper,Hybrid
Crackberry,Hybrid
Brown Sugar F1,Hybrid
Indigo Diamond x Chocolate Thai,Hybrid
Chocolate Thai x Indigo Diamond,Hybrid
Indigo Diamond,Hybrid
Goji Banana,Hybrid
NL 90 Haze,Hybrid
Truck Stop Cookies,Hybrid
Limey Monster,Hybrid
Procasta,Hybrid
Bird,Hybrid
Tiger Beat,Hybrid
Sour Pineapple,Hybrid
Dream N Sour,Hybrid
Russian Haze,Hybrid
White Sirius,Hybrid
Speedy Gonzales,Hybrid
Super Cali Haze,Hybrid
Waikiki Queen,Hybrid
Sour Lemonhead,Hybrid
Black Berry OG,Hybrid
Original Swiss Stawberry,Hybrid
Chem4 OG,Hybrid
Sour Lemon OG,Hybrid
Kushalope,Hybrid
Silver LA,Hybrid
Blueberry Muffin,Hybrid
Diesel Berry (Auto Seeds),Hybrid
Berry Ryder,Hybrid
Hello Kitty,Hybrid
Happy Jack,Hybrid
Long Peak Blue,Hybrid
Candy Wreck,Hybrid
Alien Cough,Hybrid
Black Cherry Cheesecake,Hybrid
Cherry Pie x Sensi Star,Hybrid
Oxtail,Hybrid
San Francisco Sourdough,Hybrid
San Fran Cookies,Hybrid
Jackie D,Hybrid
Gasoline,Hybrid
Juicy Champagne,Hybrid
Platinum Cookies x Sour Diesel,Hybrid
Kush Cleaner,Hybrid
Bubba Con,Hybrid
707 Sour Diesel,Hybrid
Sour Diesel x Golden Goat,Hybrid
Sour Goo,Hybrid
Masterkush x Goo,Hybrid
The White x Afghani,Hybrid
Candy OG,Hybrid
Diesel Dawg,Hybrid
Dabney Blue,Hybrid
Cherry Garcia,Hybrid
Lemon Wreck,Hybrid
Grape Berry Kush,Hybrid
Afgoo x OG (OG Goo),Hybrid
Maple Wreck,Hybrid
Pineapple Funk,Hybrid
Strawberry Dream,Hybrid
Plumberry Hash Plant,Hybrid
Sunshine Haze,Hybrid
Tahoe x Bubba Kush,Hybrid
Chem Jack,Hybrid
Alien Blues,Hybrid
Super Skunk x Alien Bubba,Hybrid
Mimosa,Hybrid
Blue Frost,Hybrid
Motta Mejicanna,Hybrid
Frost Wreck,Hybrid
Athena Kush,Hybrid
Diamond Jack,Hybrid
Miss Bliss,Hybrid
Tahoe Thunder,Hybrid
Steal Your Face,Hybrid
Godfather,Hybrid
Godfather Purps,Hybrid
True Blue,Hybrid
CBcanD,Hybrid
B-4,Hybrid
The White x KKSC,Hybrid
KKSC,Hybrid
White Strawberries (Stormy White Cough),Hybrid
Ron Burgundy,Hybrid
Suzy Q,Hybrid
Silver Dragon,Hybrid
Super Dutch Treat,Hybrid
Giants OG,Hybrid
Mango Diesel,Hybrid
Grape Soda Kush,Hybrid
Haze Satellite,Hybrid
Pineapple Chem,Hybrid
Khatai,Hybrid
High Voltage,Hybrid
Cherry Kandahar,Hybrid
Mecha Magoo,Hybrid
Mecha,Hybrid
Truffle Shuffle,Hybrid
Goondox Rocks,Hybrid
Purpsnterps,Hybrid
Pineapple Bubba Fruit,Hybrid
Cherry Cure,Hybrid
Raspberry Cookies,Hybrid
Cherry Funk,Hybrid
Tahoe Chem,Hybrid
CBD OG (Cali Connection),Hybrid
Triple Berry,Hybrid
Grand Shadoobie,Hybrid
Blueberry Chem,Hybrid
Lebanese Love Bomb,Hybrid
Lebanese Hashplant,Hybrid
Sensi Skunk/Trainwreck,Hybrid
Berry Bomb,Hybrid
Lion Fire,Hybrid
Platinum Romulan,Hybrid
Thunder Thai,Hybrid
Bonobo,Hybrid
Blue Tattoo,Hybrid
Amnesia Widow,Hybrid
Purple Platinum,Hybrid
Black Matter,Hybrid
Cookie Dough,Hybrid
Crunchberry,Hybrid
Black Rose,Hybrid
Royal Miyagi,Hybrid
Daybreaker,Hybrid
Cookie Stomper,Hybrid
Platinum Dawg,Hybrid
Double Platinum,Hybrid
TangiBerry,Hybrid
Diamond Cookies,Hybrid
Nepali Poison,Hybrid
Watermelon Skunk,Hybrid
Amber Diesel,Hybrid
Larry OG Kush,Hybrid
Jamaican OG,Hybrid
Blue Cream,Hybrid
Kananga (Solanum),Hybrid
Michael Phelps OG,Hybrid
Lemon Drop Haze,Hybrid
California Karma,Hybrid
Dirty Dawg,Hybrid
West L.A. Fadeaway,Hybrid
Salmon Sinker Kush,Hybrid
Headband OG,Hybrid
Black Afghani,Hybrid
Hawaiian Dutch Treat,Hybrid
Pineapple Skunk,Hybrid
Blue Dream Crack (Blueberry Crack),Hybrid
Fuel,Hybrid
Dragon Lady,Hybrid
Platinum Pink Cream Soda,Hybrid
Purple Hippo,Hybrid
Blackout Purp,Hybrid
Gorilla Grape,Hybrid
Blue Kush (Blush),Hybrid
Angel Heart,Hybrid
Early Haze,Hybrid
Super Sour Widow,Hybrid
CBD Sweet and Sour Widow,Hybrid
Durban Pie,Hybrid
Juicy G,Hybrid
Lemon Chunk,Hybrid
Grape Sorbet,Hybrid
Grape Romulan,Hybrid
Master Yoda,Hybrid
Game Changer,Hybrid
Afghani Granddaddy,Hybrid
Grape Wreck,Hybrid
Spacedawg,Hybrid
Super Snowdawg,Hybrid
Super Skunk x Oregon Snow,Hybrid
Bubble Chem,Hybrid
Grape Diesel,Hybrid
Betsy,Hybrid
Dark Side OG,Hybrid
Grand Tahoe OG,Hybrid
Limon Verde,Hybrid
Elvis Diesel,Hybrid
Swiss Erdbeer,Hybrid
White Strawberry Skunk,Hybrid
Damnesia,Hybrid
Big Tooth,Hybrid
Auto-Bomb,Hybrid
Ladyburn 1974,Hybrid
Ice Dream,Hybrid
Earth OG,Hybrid
Banana OG x Blueberry,Hybrid
Agent Orange x Platinum Cookies,Hybrid
Blueberry Master,Hybrid
OG LA Affie (Afghan Bombay Kush),Hybrid
Applesauce,Hybrid
Ultraman,Hybrid
Blackberry Rush,Hybrid
Heavenly,Hybrid
Adamantium,Hybrid
QuickSilver,Hybrid
Flubber,Hybrid
Martian Kush,Hybrid
Exodus Kush,Hybrid
Cannalope Kush,Hybrid
60 Day Lemon (auto),Hybrid
Sour Secret,Hybrid
Medicine,Hybrid
Powdered Peak,Hybrid
Rocky Mountain High,Hybrid
Romulan Hashplant,Hybrid
Romulan Diesel,Hybrid
Steve McGarretts Hair,Hybrid
Hazy Daze,Hybrid
Blue Lavender,Hybrid
Ultimate Lav,Hybrid
LazyTrain,Hybrid
Flurple,Hybrid
Bullfighter,Hybrid
GrapeGod,Hybrid
Spirit in the Sky,Hybrid
Optimus Prime (Exotic Genetix),Hybrid
Pink 2.0,Hybrid
Predator Pink,Hybrid
Chocolate Covered Strawberries,Hybrid
Fire Alien Black,Hybrid
After Life OG,Hybrid
Future,Hybrid
Snowmonster,Hybrid
Kimbo Kush,Hybrid
Starfighter IX2,Hybrid
Exotic Fighter,Hybrid
Starfighter F2,Hybrid
Cookies & Cream,Hybrid
Mystery Cookies,Hybrid
Alien Hallucination,Hybrid
Crash Helmet,Hybrid
Alien Afterburner OG,Hybrid
Starfighter,Hybrid
Walker Kush,Hybrid
